29755.txt,P7,ITA,high
29789.txt,P5,FRA,medium
29905.txt,P2,ZHO,low
29959.txt,P1,ZHO,high
30159.txt,P5,JPN,high
30584.txt,P5,KOR,high
30668.txt,P5,TEL,medium
31117.txt,P2,JPN,medium
31135.txt,P7,JPN,medium
31650.txt,P4,FRA,medium
31998.txt,P1,SPA,high
32073.txt,P1,SPA,high
32629.txt,P6,FRA,medium
32672.txt,P5,HIN,high
32900.txt,P5,ARA,high
32922.txt,P4,ARA,low
33102.txt,P8,ZHO,medium
33745.txt,P7,ITA,medium
33811.txt,P7,HIN,high
33857.txt,P5,TEL,high
33973.txt,P3,KOR,medium
34125.txt,P6,SPA,high
34393.txt,P8,ZHO,medium
34566.txt,P7,FRA,medium
35061.txt,P8,ARA,medium
35220.txt,P4,FRA,medium
35420.txt,P5,ZHO,medium
35548.txt,P2,KOR,high
35820.txt,P3,KOR,medium
35950.txt,P8,SPA,medium
35984.txt,P5,HIN,high
36056.txt,P8,FRA,high
36239.txt,P5,TEL,high
36300.txt,P7,ZHO,medium
36328.txt,P7,SPA,high
36413.txt,P5,TEL,medium
36663.txt,P6,ARA,medium
36833.txt,P6,TEL,medium
37662.txt,P5,DEU,high
37703.txt,P6,SPA,high
37807.txt,P4,ZHO,medium
38070.txt,P8,KOR,high
38209.txt,P2,FRA,high
38221.txt,P8,JPN,medium
38535.txt,P4,FRA,high
38571.txt,P7,SPA,high
38653.txt,P8,SPA,low
38979.txt,P5,ITA,medium
38980.txt,P4,KOR,medium
39030.txt,P5,ITA,medium
39189.txt,P8,ITA,low
39532.txt,P2,ITA,low
40209.txt,P6,KOR,high
40378.txt,P3,JPN,medium
40422.txt,P6,ARA,high
40863.txt,P5,SPA,high
41419.txt,P8,ARA,medium
41427.txt,P8,JPN,high
41900.txt,P4,ZHO,low
42310.txt,P4,ITA,medium
42592.txt,P7,ITA,medium
42600.txt,P2,ZHO,medium
42738.txt,P1,TEL,low
43112.txt,P7,ITA,high
43322.txt,P5,JPN,medium
43558.txt,P1,ZHO,medium
43677.txt,P6,ARA,medium
43685.txt,P2,JPN,medium
44062.txt,P1,TEL,medium
44162.txt,P6,KOR,medium
44565.txt,P8,ITA,low
44669.txt,P6,SPA,high
44804.txt,P3,JPN,medium
44844.txt,P6,KOR,medium
44961.txt,P5,SPA,medium
45134.txt,P8,ITA,medium
45347.txt,P8,TEL,medium
45353.txt,P3,KOR,medium
45595.txt,P6,ARA,medium
46209.txt,P2,FRA,medium
46245.txt,P6,HIN,high
46344.txt,P6,TUR,medium
46596.txt,P6,KOR,medium
46768.txt,P8,ARA,medium
46776.txt,P3,ARA,low
46827.txt,P1,ZHO,medium
46849.txt,P5,SPA,medium
47790.txt,P8,DEU,high
47853.txt,P8,ARA,low
47916.txt,P4,ITA,low
48684.txt,P8,TUR,high
48984.txt,P5,SPA,medium
49636.txt,P4,ARA,medium
50082.txt,P4,ZHO,medium
50229.txt,P3,FRA,high
50710.txt,P2,ITA,high
50865.txt,P2,ITA,medium
50958.txt,P7,DEU,high
51386.txt,P7,TEL,medium
51757.txt,P8,ITA,medium
51759.txt,P4,KOR,medium
52054.txt,P5,SPA,high
52063.txt,P4,ARA,high
52674.txt,P5,ZHO,medium
52951.txt,P2,ZHO,high
53993.txt,P8,TUR,medium
54026.txt,P3,TEL,medium
54118.txt,P3,FRA,medium
54162.txt,P2,TEL,medium
54191.txt,P5,TUR,medium
54260.txt,P8,TUR,medium
54366.txt,P1,KOR,high
54377.txt,P3,DEU,high
54396.txt,P2,FRA,high
54482.txt,P7,ITA,medium
54719.txt,P4,KOR,medium
54915.txt,P6,JPN,medium
54939.txt,P4,TUR,medium
55034.txt,P1,HIN,medium
55403.txt,P7,TUR,high
55857.txt,P5,KOR,medium
55923.txt,P7,FRA,medium
55925.txt,P1,SPA,medium
56282.txt,P7,ITA,medium
56736.txt,P4,ITA,medium
56782.txt,P1,ITA,high
56963.txt,P1,TEL,high
57409.txt,P1,TUR,medium
57433.txt,P5,ARA,medium
57452.txt,P7,FRA,medium
57604.txt,P2,ARA,low
57752.txt,P8,SPA,high
57757.txt,P1,ZHO,medium
58395.txt,P1,JPN,high
58832.txt,P2,TEL,high
58916.txt,P4,KOR,high
59053.txt,P2,KOR,high
59485.txt,P7,JPN,low
59730.txt,P5,ZHO,low
59848.txt,P1,ARA,medium
59983.txt,P2,TUR,medium
60059.txt,P8,KOR,medium
60162.txt,P7,ZHO,high
60196.txt,P5,KOR,medium
60595.txt,P2,JPN,medium
60670.txt,P7,JPN,high
60713.txt,P7,HIN,high
60738.txt,P8,FRA,high
61030.txt,P2,DEU,high
61190.txt,P6,SPA,medium
61275.txt,P7,JPN,medium
61450.txt,P5,KOR,medium
61529.txt,P3,KOR,medium
61765.txt,P7,FRA,low
61847.txt,P2,DEU,high
61870.txt,P3,ITA,low
62188.txt,P3,TUR,medium
62447.txt,P1,DEU,high
62820.txt,P2,SPA,high
63040.txt,P4,ITA,medium
63189.txt,P1,HIN,high
63277.txt,P4,KOR,medium
63578.txt,P1,KOR,medium
63719.txt,P1,HIN,high
64009.txt,P8,JPN,high
64171.txt,P1,FRA,high
65339.txt,P1,TEL,high
65345.txt,P6,FRA,high
65506.txt,P7,TUR,high
65734.txt,P3,HIN,high
65865.txt,P8,SPA,medium
66028.txt,P3,JPN,medium
66233.txt,P5,HIN,high
66235.txt,P7,ITA,high
66589.txt,P8,ARA,medium
66592.txt,P3,KOR,medium
67035.txt,P8,JPN,high
67062.txt,P3,KOR,medium
67123.txt,P3,DEU,medium
67346.txt,P2,FRA,high
67471.txt,P4,KOR,medium
67639.txt,P2,JPN,high
67805.txt,P7,DEU,high
67816.txt,P7,TUR,medium
68157.txt,P3,HIN,high
68582.txt,P2,TUR,medium
68592.txt,P5,HIN,high
68678.txt,P8,HIN,medium
69111.txt,P3,HIN,high
69177.txt,P1,ZHO,medium
69255.txt,P6,TEL,medium
69393.txt,P1,HIN,high
69491.txt,P4,JPN,medium
69510.txt,P8,ITA,medium
70027.txt,P5,ITA,medium
70247.txt,P3,JPN,medium
70330.txt,P2,JPN,medium
70619.txt,P7,FRA,high
70644.txt,P5,ZHO,medium
70661.txt,P8,ZHO,high
70965.txt,P5,ITA,medium
71654.txt,P5,TEL,high
72083.txt,P8,HIN,medium
72114.txt,P7,ARA,medium
72320.txt,P8,SPA,medium
72376.txt,P4,JPN,medium
73082.txt,P5,SPA,medium
73163.txt,P7,SPA,medium
73297.txt,P2,JPN,medium
73427.txt,P7,TEL,medium
73501.txt,P7,ARA,low
73721.txt,P2,ZHO,medium
74297.txt,P1,KOR,high
74452.txt,P4,FRA,medium
74580.txt,P2,JPN,medium
74903.txt,P6,FRA,medium
75381.txt,P6,FRA,low
76005.txt,P8,ARA,high
76152.txt,P4,JPN,medium
76434.txt,P3,KOR,medium
76547.txt,P5,DEU,medium
76614.txt,P1,SPA,high
76666.txt,P7,JPN,medium
76831.txt,P2,TEL,medium
76891.txt,P8,ITA,medium
77255.txt,P2,DEU,medium
77388.txt,P1,JPN,medium
77621.txt,P3,TEL,medium
77838.txt,P3,DEU,medium
78009.txt,P3,ZHO,medium
78264.txt,P5,TEL,high
78400.txt,P3,SPA,medium
78609.txt,P7,KOR,medium
78794.txt,P4,TEL,medium
79025.txt,P7,ZHO,medium
79211.txt,P1,FRA,medium
79224.txt,P2,ZHO,high
79442.txt,P8,ZHO,medium
79595.txt,P8,TUR,low
79709.txt,P6,ARA,high
79816.txt,P3,SPA,medium
79837.txt,P3,SPA,high
79842.txt,P2,HIN,high
79990.txt,P5,TEL,medium
81218.txt,P5,ARA,low
81227.txt,P6,FRA,medium
81437.txt,P7,ZHO,high
81507.txt,P8,ZHO,medium
81735.txt,P7,TEL,medium
81824.txt,P7,KOR,medium
82006.txt,P1,HIN,high
82026.txt,P5,FRA,medium
82120.txt,P2,ITA,medium
82613.txt,P1,ZHO,medium
82993.txt,P8,ZHO,medium
83182.txt,P4,FRA,high
83187.txt,P7,ITA,high
83250.txt,P6,KOR,high
83587.txt,P2,DEU,high
83615.txt,P1,ARA,high
83874.txt,P7,SPA,low
84002.txt,P2,DEU,high
84139.txt,P1,TUR,medium
84242.txt,P5,TEL,high
84459.txt,P2,SPA,high
84753.txt,P8,KOR,high
84912.txt,P5,DEU,medium
85022.txt,P7,TUR,high
85142.txt,P8,FRA,medium
86347.txt,P1,TEL,high
86771.txt,P4,KOR,medium
86821.txt,P4,ARA,medium
87087.txt,P4,KOR,low
87097.txt,P2,TEL,medium
87101.txt,P7,TEL,medium
87161.txt,P8,TUR,high
87463.txt,P7,ARA,medium
88000.txt,P5,JPN,medium
88141.txt,P1,HIN,medium
88199.txt,P3,DEU,medium
88202.txt,P3,DEU,medium
88244.txt,P8,HIN,low
88310.txt,P7,FRA,medium
88622.txt,P2,TUR,high
89547.txt,P1,TEL,medium
89643.txt,P8,KOR,high
89860.txt,P4,ITA,medium
89885.txt,P3,SPA,high
89896.txt,P5,SPA,high
90472.txt,P1,HIN,medium
90750.txt,P6,KOR,high
90951.txt,P4,FRA,high
91268.txt,P4,FRA,medium
91681.txt,P1,JPN,low
91899.txt,P3,JPN,medium
91965.txt,P6,SPA,high
92230.txt,P3,ARA,medium
92842.txt,P5,KOR,low
92904.txt,P3,FRA,low
93143.txt,P4,TEL,medium
93531.txt,P8,HIN,medium
93566.txt,P4,FRA,medium
93909.txt,P5,TEL,high
94274.txt,P3,KOR,medium
94398.txt,P6,SPA,medium
94426.txt,P8,TUR,high
94633.txt,P4,FRA,medium
94655.txt,P5,ZHO,medium
94768.txt,P5,JPN,medium
95152.txt,P4,ITA,medium
95406.txt,P4,ARA,low
95457.txt,P4,ITA,medium
95466.txt,P2,SPA,high
95508.txt,P4,FRA,high
95826.txt,P1,DEU,high
95939.txt,P4,SPA,low
96033.txt,P3,JPN,medium
96321.txt,P2,ARA,medium
96404.txt,P7,KOR,medium
96442.txt,P6,ZHO,medium
96578.txt,P5,FRA,medium
96909.txt,P6,KOR,medium
97031.txt,P8,ITA,medium
97192.txt,P2,TEL,high
97262.txt,P6,ARA,medium
98093.txt,P5,ZHO,medium
98215.txt,P3,ITA,medium
98264.txt,P4,HIN,high
98336.txt,P2,ITA,medium
98497.txt,P2,HIN,high
98551.txt,P1,SPA,medium
98579.txt,P8,JPN,medium
98747.txt,P7,JPN,high
98792.txt,P4,HIN,medium
98897.txt,P7,TEL,medium
99231.txt,P2,ITA,high
99527.txt,P1,FRA,medium
100021.txt,P1,ARA,low
100082.txt,P2,TUR,medium
100202.txt,P3,SPA,medium
100416.txt,P3,DEU,low
100625.txt,P1,ITA,low
100691.txt,P8,TEL,medium
100765.txt,P2,HIN,high
100791.txt,P1,HIN,high
101126.txt,P3,ITA,medium
101556.txt,P4,TEL,high
102895.txt,P6,JPN,medium
103189.txt,P1,ITA,high
103424.txt,P2,ZHO,high
103759.txt,P2,ARA,high
104261.txt,P2,TUR,medium
104414.txt,P8,ITA,medium
104807.txt,P7,KOR,medium
104896.txt,P4,JPN,low
105101.txt,P2,TUR,medium
105779.txt,P5,FRA,medium
105974.txt,P7,KOR,medium
106007.txt,P3,DEU,high
106055.txt,P8,ARA,medium
106214.txt,P8,TUR,medium
106467.txt,P5,ARA,low
106547.txt,P2,ITA,medium
106584.txt,P8,ZHO,medium
107740.txt,P5,ARA,low
107816.txt,P6,ZHO,low
107980.txt,P7,HIN,medium
108543.txt,P3,TEL,high
109011.txt,P1,JPN,medium
109265.txt,P5,HIN,medium
109578.txt,P6,FRA,medium
109687.txt,P8,SPA,medium
110026.txt,P5,TEL,high
110038.txt,P6,KOR,medium
110274.txt,P1,ZHO,medium
110637.txt,P8,TUR,low
111042.txt,P1,SPA,high
112324.txt,P5,ITA,medium
112343.txt,P4,JPN,medium
112592.txt,P8,SPA,medium
112877.txt,P2,JPN,low
113267.txt,P1,FRA,medium
113320.txt,P1,JPN,medium
113678.txt,P6,KOR,medium
114120.txt,P2,KOR,high
114151.txt,P8,DEU,high
114410.txt,P3,JPN,low
114592.txt,P1,ZHO,medium
114632.txt,P7,TEL,low
114752.txt,P5,DEU,medium
115000.txt,P1,ARA,low
115009.txt,P3,ITA,low
115095.txt,P8,ARA,high
115407.txt,P5,JPN,medium
115475.txt,P8,DEU,high
115526.txt,P2,JPN,medium
115632.txt,P1,TEL,medium
116281.txt,P3,TEL,medium
116322.txt,P7,ITA,low
116333.txt,P7,HIN,high
116465.txt,P5,HIN,high
116491.txt,P3,ARA,high
116604.txt,P6,TEL,medium
116813.txt,P6,FRA,high
116952.txt,P7,DEU,high
117237.txt,P4,KOR,high
117293.txt,P7,KOR,medium
117426.txt,P5,ZHO,medium
117940.txt,P2,HIN,high
118423.txt,P8,KOR,high
118490.txt,P5,FRA,high
118758.txt,P4,JPN,medium
119361.txt,P5,ZHO,medium
119667.txt,P3,TUR,medium
119703.txt,P4,ARA,medium
119900.txt,P8,TUR,medium
119912.txt,P1,KOR,medium
120103.txt,P1,FRA,medium
120129.txt,P2,TEL,high
120142.txt,P5,FRA,medium
120573.txt,P3,TEL,medium
120610.txt,P2,FRA,high
120762.txt,P4,KOR,high
120793.txt,P3,ZHO,high
120858.txt,P2,TEL,medium
121005.txt,P4,KOR,high
121083.txt,P1,ITA,medium
121142.txt,P4,ARA,low
121238.txt,P5,DEU,high
121295.txt,P3,FRA,medium
121393.txt,P1,ITA,medium
121551.txt,P7,KOR,medium
122043.txt,P6,ZHO,high
122164.txt,P7,HIN,high
122241.txt,P4,TUR,medium
122553.txt,P6,TUR,medium
122973.txt,P3,TEL,medium
123581.txt,P7,TEL,medium
123588.txt,P8,FRA,high
123683.txt,P2,HIN,high
123885.txt,P1,FRA,high
123954.txt,P3,SPA,medium
124000.txt,P3,TEL,high
124091.txt,P3,JPN,medium
124603.txt,P8,TUR,high
125037.txt,P1,TUR,high
125107.txt,P1,ITA,medium
125347.txt,P3,JPN,medium
125348.txt,P1,ARA,medium
125545.txt,P5,ARA,medium
125794.txt,P5,HIN,high
126012.txt,P8,HIN,high
127102.txt,P1,FRA,medium
127154.txt,P2,DEU,high
127325.txt,P5,TUR,medium
127595.txt,P8,FRA,medium
127642.txt,P6,ARA,medium
127656.txt,P2,TUR,medium
127657.txt,P4,SPA,high
127866.txt,P5,KOR,medium
128033.txt,P4,ITA,high
128563.txt,P5,HIN,medium
128690.txt,P1,ITA,medium
128748.txt,P2,TUR,medium
128987.txt,P8,TEL,medium
129159.txt,P6,ZHO,medium
129269.txt,P1,SPA,medium
129378.txt,P5,JPN,low
129424.txt,P8,TEL,medium
129964.txt,P5,TUR,medium
130215.txt,P7,SPA,high
130222.txt,P3,ZHO,medium
130429.txt,P1,ITA,low
131059.txt,P3,DEU,high
131064.txt,P2,FRA,medium
131324.txt,P5,JPN,low
131717.txt,P3,HIN,medium
131838.txt,P5,ITA,medium
132028.txt,P5,DEU,high
132359.txt,P6,JPN,medium
132480.txt,P6,JPN,low
132694.txt,P2,DEU,medium
133115.txt,P1,DEU,high
133459.txt,P8,ITA,medium
133656.txt,P2,JPN,medium
133707.txt,P2,ZHO,medium
133862.txt,P5,TUR,medium
133902.txt,P7,HIN,high
134339.txt,P1,TEL,low
134469.txt,P1,SPA,high
135062.txt,P2,TUR,high
135078.txt,P5,TUR,medium
135427.txt,P1,ZHO,medium
135719.txt,P4,FRA,high
136109.txt,P4,ZHO,medium
136161.txt,P8,FRA,high
136235.txt,P8,JPN,medium
136346.txt,P5,ZHO,low
136505.txt,P7,TEL,medium
137438.txt,P8,ITA,medium
137466.txt,P7,ARA,low
138102.txt,P5,FRA,high
138335.txt,P1,JPN,low
138562.txt,P1,JPN,high
138585.txt,P2,JPN,medium
138619.txt,P4,SPA,medium
138925.txt,P6,DEU,high
138942.txt,P1,TEL,high
139004.txt,P1,DEU,high
139094.txt,P4,ITA,low
139132.txt,P5,DEU,high
139316.txt,P1,TEL,high
139743.txt,P6,ZHO,high
139819.txt,P3,KOR,high
139820.txt,P2,ARA,medium
139883.txt,P4,JPN,medium
139949.txt,P5,ARA,medium
140055.txt,P6,SPA,medium
140184.txt,P2,KOR,medium
140614.txt,P4,ITA,medium
140637.txt,P3,ITA,medium
141346.txt,P4,ARA,medium
141405.txt,P5,TEL,medium
141811.txt,P5,DEU,high
142114.txt,P4,FRA,medium
142576.txt,P7,FRA,high
142642.txt,P3,ARA,low
142685.txt,P2,DEU,high
142991.txt,P7,HIN,medium
143306.txt,P2,JPN,medium
143780.txt,P1,ITA,medium
143785.txt,P8,JPN,medium
144045.txt,P8,FRA,low
144050.txt,P3,JPN,low
144209.txt,P1,ARA,medium
144375.txt,P4,JPN,medium
144418.txt,P2,SPA,high
144911.txt,P3,JPN,medium
144990.txt,P2,JPN,medium
144997.txt,P1,TUR,medium
145496.txt,P3,HIN,high
145529.txt,P7,FRA,medium
145666.txt,P5,JPN,low
145752.txt,P4,KOR,high
146183.txt,P4,ITA,high
146304.txt,P4,ZHO,high
146456.txt,P3,TUR,high
146632.txt,P3,SPA,low
146778.txt,P8,ITA,medium
147236.txt,P2,JPN,medium
147353.txt,P3,KOR,medium
147597.txt,P3,KOR,medium
147680.txt,P6,HIN,medium
147799.txt,P1,ZHO,medium
148079.txt,P4,FRA,medium
148182.txt,P5,ITA,medium
148625.txt,P6,JPN,medium
148941.txt,P4,ZHO,medium
148958.txt,P8,SPA,high
148959.txt,P5,DEU,medium
149081.txt,P1,SPA,medium
149358.txt,P5,SPA,medium
149591.txt,P2,JPN,medium
149636.txt,P3,HIN,high
149753.txt,P1,KOR,medium
149929.txt,P7,KOR,medium
150180.txt,P1,TUR,medium
150357.txt,P5,ARA,high
150717.txt,P1,SPA,medium
152045.txt,P4,ITA,medium
152157.txt,P5,SPA,medium
152549.txt,P2,ARA,medium
153098.txt,P8,FRA,high
153137.txt,P8,ZHO,medium
153243.txt,P4,JPN,low
154213.txt,P2,ZHO,high
154270.txt,P1,JPN,medium
154368.txt,P8,TUR,high
154540.txt,P1,JPN,medium
154577.txt,P1,TUR,high
154878.txt,P4,JPN,low
155044.txt,P6,ITA,high
155157.txt,P4,FRA,medium
155400.txt,P6,TEL,high
155456.txt,P6,ZHO,medium
155724.txt,P5,TUR,high
155871.txt,P5,DEU,medium
156321.txt,P2,KOR,medium
156340.txt,P2,TUR,medium
156373.txt,P5,ARA,low
156421.txt,P8,ZHO,low
156593.txt,P6,JPN,high
156740.txt,P1,HIN,medium
156787.txt,P5,ZHO,high
156852.txt,P3,KOR,medium
157037.txt,P2,ITA,medium
157059.txt,P1,ITA,low
157324.txt,P5,FRA,low
157344.txt,P2,ITA,high
158423.txt,P5,TEL,medium
158696.txt,P8,HIN,medium
159000.txt,P8,ZHO,medium
159190.txt,P7,FRA,medium
159561.txt,P8,SPA,medium
159607.txt,P5,SPA,high
159620.txt,P1,HIN,high
159646.txt,P2,ARA,low
159928.txt,P3,ZHO,medium
160039.txt,P8,JPN,medium
160123.txt,P1,TEL,medium
160180.txt,P7,HIN,high
160348.txt,P7,TEL,medium
160704.txt,P7,ARA,low
160966.txt,P1,HIN,medium
161060.txt,P5,SPA,high
161127.txt,P1,ZHO,high
161213.txt,P5,ARA,high
161486.txt,P7,DEU,high
161488.txt,P4,ARA,high
161744.txt,P8,DEU,medium
161841.txt,P7,SPA,medium
161963.txt,P7,FRA,medium
162205.txt,P4,DEU,medium
162238.txt,P3,TEL,low
162639.txt,P3,ZHO,high
162684.txt,P5,ARA,medium
162705.txt,P5,ITA,low
162903.txt,P8,FRA,high
163080.txt,P2,JPN,low
163161.txt,P4,FRA,medium
163264.txt,P1,TUR,low
163355.txt,P6,SPA,medium
163379.txt,P3,JPN,medium
163513.txt,P2,DEU,high
163634.txt,P1,TUR,high
163700.txt,P5,DEU,high
163967.txt,P1,FRA,medium
164044.txt,P6,JPN,medium
164135.txt,P8,TUR,high
164138.txt,P7,ARA,high
164339.txt,P4,ITA,medium
164537.txt,P8,ZHO,high
164538.txt,P7,ARA,medium
164634.txt,P7,ARA,medium
164635.txt,P7,KOR,medium
164665.txt,P7,HIN,high
164741.txt,P4,ARA,high
165228.txt,P3,ARA,medium
165310.txt,P3,FRA,medium
165486.txt,P1,KOR,low
165771.txt,P1,TEL,high
165810.txt,P4,TUR,high
166227.txt,P7,SPA,medium
166467.txt,P6,ARA,medium
166730.txt,P4,SPA,high
166763.txt,P5,ARA,medium
166869.txt,P7,ZHO,medium
167020.txt,P5,HIN,high
167094.txt,P7,TUR,low
167234.txt,P1,ITA,medium
167252.txt,P2,KOR,low
167338.txt,P6,DEU,high
167396.txt,P1,JPN,high
167549.txt,P6,SPA,high
167685.txt,P2,ZHO,high
167761.txt,P8,KOR,medium
167937.txt,P5,KOR,low
168441.txt,P1,TUR,medium
168751.txt,P5,TUR,high
168891.txt,P8,DEU,medium
168968.txt,P3,FRA,high
169025.txt,P1,KOR,medium
169119.txt,P8,HIN,low
169678.txt,P7,KOR,medium
169720.txt,P6,ZHO,high
169742.txt,P2,TEL,high
169809.txt,P3,KOR,high
170042.txt,P4,SPA,medium
170055.txt,P1,SPA,high
170241.txt,P8,DEU,high
170423.txt,P6,KOR,medium
170743.txt,P2,ARA,medium
170995.txt,P1,KOR,low
171011.txt,P5,FRA,high
171096.txt,P8,ITA,high
171218.txt,P3,ITA,high
171574.txt,P7,DEU,high
172016.txt,P3,HIN,high
172316.txt,P4,DEU,high
172351.txt,P1,HIN,medium
172423.txt,P5,TUR,medium
172701.txt,P1,FRA,low
172746.txt,P5,ZHO,medium
172943.txt,P4,SPA,medium
173335.txt,P8,ZHO,medium
173502.txt,P8,ARA,high
173596.txt,P6,FRA,medium
173637.txt,P8,DEU,medium
174125.txt,P2,TEL,medium
174325.txt,P7,FRA,high
174464.txt,P7,ARA,low
174491.txt,P4,TUR,medium
174588.txt,P7,ARA,high
174723.txt,P1,DEU,high
174727.txt,P1,TEL,medium
174779.txt,P6,ZHO,medium
175264.txt,P4,DEU,high
175498.txt,P5,DEU,medium
175776.txt,P7,HIN,high
176012.txt,P1,DEU,high
176054.txt,P1,SPA,medium
176239.txt,P5,TEL,medium
176501.txt,P4,TEL,medium
176669.txt,P5,SPA,medium
176704.txt,P8,TEL,medium
176746.txt,P6,JPN,high
176852.txt,P7,ARA,high
177119.txt,P4,ZHO,medium
177381.txt,P3,KOR,medium
177606.txt,P8,KOR,high
178041.txt,P2,ITA,low
178084.txt,P8,JPN,medium
178182.txt,P5,TEL,high
178348.txt,P7,TUR,medium
178350.txt,P3,HIN,high
178774.txt,P5,ZHO,medium
178890.txt,P8,ITA,medium
178983.txt,P8,FRA,high
179066.txt,P8,TUR,medium
179237.txt,P8,JPN,medium
179316.txt,P1,KOR,medium
179492.txt,P8,ITA,medium
179883.txt,P4,FRA,high
180064.txt,P4,FRA,medium
180494.txt,P7,JPN,medium
180911.txt,P2,FRA,high
180983.txt,P7,FRA,medium
181236.txt,P3,FRA,medium
181463.txt,P7,ZHO,medium
181518.txt,P8,HIN,medium
181730.txt,P1,ARA,medium
181772.txt,P5,JPN,medium
182475.txt,P5,ZHO,high
182600.txt,P3,KOR,high
182699.txt,P2,KOR,high
182825.txt,P8,TUR,medium
183439.txt,P2,ARA,medium
183509.txt,P5,KOR,high
184169.txt,P4,JPN,low
184250.txt,P8,TEL,medium
